date,close
2026-06-12,160.9499969482422
2026-06-15,192.5
2026-06-16,211.38999938964844
2026-06-17,191.82000732421875
2026-06-18,185.0
2026-06-22,154.60000610351562
2026-06-23,156.11000061035156
2026-06-24,154.5399932861328
2026-06-25,153.0
2026-06-26,153.22999572753906
2026-06-29,164.19000244140625
2026-06-30,170.86000061035156
2026-07-01,157.5399932861328
