hour_utc,anchor_block,l1_gas_price_gwei,avg_gas_used,avg_gas_limit,utilization_pct,avg_tx_count,base_fee_gwei,n_blocks_sampled
2026-06-24T13:00:00+00:00,97087844,0.101930,97586,60000000,0.1626,1.50,50.00,6
2026-06-24T14:00:00+00:00,97089644,0.552465,216490,60000000,0.3608,1.33,50.00,6
2026-06-24T15:00:00+00:00,97091444,0.293179,174707,60000000,0.2912,2.00,50.00,1
2026-06-24T16:00:00+00:00,97093244,0.685798,156295,60000000,0.2605,1.83,50.00,6
2026-06-24T17:00:00+00:00,97095044,3.585022,55264,60000000,0.0921,1.17,50.00,6
2026-06-24T18:00:00+00:00,97096844,1.478146,113459,60000000,0.1891,1.83,50.00,6
2026-06-24T19:00:00+00:00,97098644,0.418872,46305,60000000,0.0772,1.00,50.00,6
2026-06-24T20:00:00+00:00,97100444,0.168128,211936,60000000,0.3532,1.50,50.00,6
2026-06-24T21:00:00+00:00,97102244,0.196300,66994,60000000,0.1117,1.17,50.00,6
2026-06-24T22:00:00+00:00,97104044,0.129770,66116,60000000,0.1102,1.17,50.00,6
2026-06-24T23:00:00+00:00,97105844,0.108441,55464,60000000,0.0924,1.17,50.00,6
2026-06-25T00:00:00+00:00,97107644,0.107528,2104079,60000000,3.5068,6.50,50.00,6
2026-06-25T01:00:00+00:00,97109444,0.100374,46293,60000000,0.0772,1.00,50.00,6
2026-06-25T02:00:00+00:00,97111244,0.129038,83508,60000000,0.1392,1.50,50.00,6
2026-06-25T03:00:00+00:00,97113044,0.080301,167111,60000000,0.2785,2.67,50.00,6
2026-06-25T04:00:00+00:00,97114844,0.078241,122004,60000000,0.2033,2.33,50.00,6
2026-06-25T05:00:00+00:00,97116644,0.135249,203922,60000000,0.3399,3.00,50.00,6
2026-06-25T06:00:00+00:00,97118444,0.109238,164182,60000000,0.2736,2.50,50.00,6
2026-06-25T07:00:00+00:00,97120244,0.153703,93912,60000000,0.1565,2.00,50.00,6
2026-06-25T08:00:00+00:00,97122044,0.233920,144700,60000000,0.2412,1.50,50.00,6
2026-06-25T09:00:00+00:00,97123844,0.174324,260209,60000000,0.4337,2.33,50.00,6
2026-06-25T10:00:00+00:00,97125644,0.272422,197759,60000000,0.3296,2.00,50.00,6
2026-06-25T11:00:00+00:00,97127444,0.201478,205887,60000000,0.3431,2.33,50.00,6
2026-06-25T12:00:00+00:00,97129244,0.303174,388705,60000000,0.6478,2.67,50.00,6
2026-06-25T13:00:00+00:00,97131044,0.296108,510614,60000000,0.8510,4.67,50.00,6
2026-06-25T14:00:00+00:00,97132844,9.990059,1034066,60000000,1.7234,5.17,50.00,6
2026-06-25T15:00:00+00:00,97134644,1.049744,245326,60000000,0.4089,2.50,50.00,6
2026-06-25T16:00:00+00:00,97136444,0.718860,812150,60000000,1.3536,2.50,50.00,6
2026-06-25T17:00:00+00:00,97138244,0.417671,70840,60000000,0.1181,1.33,50.00,6
2026-06-25T18:00:00+00:00,97140044,0.695145,77500,60000000,0.1292,1.33,50.00,6
2026-06-25T19:00:00+00:00,97141844,0.221234,106695,60000000,0.1778,1.33,50.00,6
2026-06-25T20:00:00+00:00,97143644,0.142686,177317,60000000,0.2955,2.00,50.00,6
2026-06-25T21:00:00+00:00,97145444,0.153181,80764,60000000,0.1346,1.33,50.00,6
2026-06-25T22:00:00+00:00,97147244,0.189925,63528,60000000,0.1059,1.17,50.00,6
2026-06-25T23:00:00+00:00,97149044,0.093328,178280,60000000,0.2971,2.33,50.00,6
2026-06-26T00:00:00+00:00,97150844,0.135916,111285,60000000,0.1855,1.50,50.00,6
2026-06-26T01:00:00+00:00,97152644,0.146340,114906,60000000,0.1915,1.67,50.00,6
2026-06-26T02:00:00+00:00,97154444,0.099009,114799,60000000,0.1913,2.00,50.00,6
2026-06-26T03:00:00+00:00,97156244,0.158782,60180,60000000,0.1003,1.17,50.00,6
2026-06-26T04:00:00+00:00,97158044,0.214835,109777,60000000,0.1830,2.00,50.00,6
2026-06-26T05:00:00+00:00,97159844,0.196358,122596,60000000,0.2043,2.67,50.00,6
2026-06-26T06:00:00+00:00,97161644,0.160738,72477,60000000,0.1208,1.33,50.00,6
2026-06-26T07:00:00+00:00,97163444,0.178573,72766,60000000,0.1213,1.50,50.00,4
2026-06-26T08:00:00+00:00,97165244,0.174566,197811,60000000,0.3297,2.83,50.00,6
2026-06-26T09:00:00+00:00,97167044,0.208613,158447,60000000,0.2641,1.83,50.00,6
2026-06-26T10:00:00+00:00,97168844,0.262417,54904,60000000,0.0915,1.17,50.00,6
2026-06-26T11:00:00+00:00,97170644,0.117063,70982,60000000,0.1183,1.17,50.00,6
2026-06-26T12:00:00+00:00,97172444,0.137416,134800,60000000,0.2247,1.33,50.00,6
2026-06-26T13:00:00+00:00,97174244,0.253850,73414,60000000,0.1224,1.83,50.00,6
2026-06-26T14:00:00+00:00,97176044,1.852666,230898,60000000,0.3848,2.83,50.00,6
2026-06-26T15:00:00+00:00,97177844,0.670792,603990,60000000,1.0067,5.33,50.00,3
2026-06-26T16:00:00+00:00,97179644,1.910385,246472,60000000,0.4108,2.67,50.00,6
2026-06-26T17:00:00+00:00,97181444,0.333465,390569,60000000,0.6509,2.50,50.00,6
2026-06-26T18:00:00+00:00,97183244,0.233077,301199,60000000,0.5020,2.67,50.00,6
2026-06-26T19:00:00+00:00,97185044,0.140245,224289,60000000,0.3738,2.00,50.00,6
2026-06-26T20:00:00+00:00,97186844,0.097412,46295,60000000,0.0772,1.00,50.00,6
2026-06-26T21:00:00+00:00,97188644,0.074989,49795,60000000,0.0830,1.17,50.00,6
2026-06-26T22:00:00+00:00,97190444,0.066511,49797,60000000,0.0830,1.17,50.00,6
2026-06-26T23:00:00+00:00,97192244,0.063772,119229,60000000,0.1987,1.17,50.00,6
2026-06-27T00:00:00+00:00,97194044,0.119117,120419,60000000,0.2007,1.50,50.00,6
2026-06-27T01:00:00+00:00,97195844,0.090469,74996,60000000,0.1250,1.17,50.00,6
2026-06-27T02:00:00+00:00,97197644,0.101502,53299,60000000,0.0888,1.33,50.00,6
2026-06-27T03:00:00+00:00,97199444,0.233286,46297,60000000,0.0772,1.00,50.00,6
2026-06-27T04:00:00+00:00,97201244,0.100204,90412,60000000,0.1507,1.83,50.00,6
2026-06-27T05:00:00+00:00,97203044,0.117531,108052,60000000,0.1801,2.17,50.00,6
2026-06-27T06:00:00+00:00,97204844,0.064306,86168,60000000,0.1436,1.67,50.00,6
2026-06-27T07:00:00+00:00,97206644,0.081137,153001,60000000,0.2550,2.50,50.00,6
2026-06-27T08:00:00+00:00,97208444,0.098104,101095,60000000,0.1685,2.00,50.00,6
2026-06-27T09:00:00+00:00,97210244,0.107173,86301,60000000,0.1438,1.33,50.00,6
2026-06-27T10:00:00+00:00,97212044,0.092761,109915,60000000,0.1832,2.17,50.00,6
2026-06-27T11:00:00+00:00,97213844,0.108233,186945,60000000,0.3116,2.67,50.00,6
2026-06-27T12:00:00+00:00,97215644,0.093902,46297,60000000,0.0772,1.00,50.00,6
2026-06-27T13:00:00+00:00,97217444,0.080756,68193,60000000,0.1137,1.50,50.00,4
2026-06-27T14:00:00+00:00,97219244,0.104719,101215,60000000,0.1687,1.33,50.00,6
2026-06-27T15:00:00+00:00,97221044,0.071655,49795,60000000,0.0830,1.17,50.00,6
2026-06-27T16:00:00+00:00,97222844,0.101444,53595,60000000,0.0893,1.17,50.00,6
2026-06-27T17:00:00+00:00,97224644,0.103072,61588,60000000,0.1026,1.17,50.00,6
2026-06-27T18:00:00+00:00,97226444,0.104570,170581,60000000,0.2843,1.33,50.00,6
2026-06-27T19:00:00+00:00,97228244,0.071480,137257,60000000,0.2288,1.83,50.00,6
2026-06-27T20:00:00+00:00,97230044,0.072302,98633,60000000,0.1644,1.50,50.00,6
2026-06-27T21:00:00+00:00,97231844,0.065457,46295,60000000,0.0772,1.00,50.00,6
2026-06-27T22:00:00+00:00,97233644,0.059065,65659,60000000,0.1094,1.17,50.00,6
2026-06-27T23:00:00+00:00,97235444,0.064689,120987,60000000,0.2016,1.17,50.00,6
2026-06-28T00:00:00+00:00,97237244,0.061529,61412,60000000,0.1024,1.33,50.00,6
2026-06-28T01:00:00+00:00,97239044,0.064676,148149,60000000,0.2469,1.67,50.00,6
2026-06-28T02:00:00+00:00,97240844,0.066215,70465,60000000,0.1174,1.33,50.00,6
2026-06-28T03:00:00+00:00,97242644,0.061543,134278,60000000,0.2238,2.50,50.00,6
2026-06-28T04:00:00+00:00,97244444,0.064779,99230,60000000,0.1654,2.00,50.00,6
2026-06-28T05:00:00+00:00,97246244,0.063817,110427,60000000,0.1840,2.00,50.00,6
2026-06-28T06:00:00+00:00,97248044,0.071891,72764,60000000,0.1213,1.50,50.00,6
2026-06-28T07:00:00+00:00,97249844,0.069768,46299,60000000,0.0772,1.00,50.00,6
2026-06-28T08:00:00+00:00,97251644,0.082600,58096,60000000,0.0968,1.17,50.00,6
2026-06-28T09:00:00+00:00,97253444,0.067204,87181,60000000,0.1453,1.67,50.00,6
2026-06-28T10:00:00+00:00,97255244,0.066732,71867,60000000,0.1198,1.33,50.00,6
2026-06-28T11:00:00+00:00,97257044,0.070180,61322,60000000,0.1022,1.33,50.00,6
2026-06-28T12:00:00+00:00,97258844,0.069761,72671,60000000,0.1211,1.50,50.00,6
2026-06-28T13:00:00+00:00,97260644,0.076242,65274,60000000,0.1088,1.33,50.00,6
2026-06-28T14:00:00+00:00,97262444,0.073563,113354,60000000,0.1889,1.83,50.00,6
2026-06-28T15:00:00+00:00,97264244,0.075309,102734,60000000,0.1712,2.17,50.00,6
2026-06-28T16:00:00+00:00,97266044,0.070598,63942,60000000,0.1066,1.33,50.00,6
2026-06-28T17:00:00+00:00,97267844,0.066284,54924,60000000,0.0915,1.17,50.00,6
2026-06-28T18:00:00+00:00,97269644,0.063310,61647,60000000,0.1027,1.17,50.00,6
2026-06-28T19:00:00+00:00,97271444,0.063475,54884,60000000,0.0915,1.17,50.00,6
2026-06-28T20:00:00+00:00,97273244,0.062999,53601,60000000,0.0893,1.17,50.00,6
2026-06-28T21:00:00+00:00,97275044,0.068093,99746,60000000,0.1662,1.33,50.00,6
2026-06-28T22:00:00+00:00,97276844,0.068783,46299,60000000,0.0772,1.00,50.00,6
2026-06-28T23:00:00+00:00,97278644,0.084205,108618,60000000,0.1810,1.17,50.00,6
2026-06-29T00:00:00+00:00,97280444,0.082008,115006,60000000,0.1917,1.50,50.00,6
2026-06-29T01:00:00+00:00,97282244,0.060813,108603,60000000,0.1810,1.17,50.00,6
2026-06-29T02:00:00+00:00,97284044,0.055015,55156,60000000,0.0919,1.00,50.00,6
2026-06-29T03:00:00+00:00,97285844,0.059752,61271,60000000,0.1021,1.33,50.00,6
2026-06-29T04:00:00+00:00,97287644,0.061359,46295,60000000,0.0772,1.00,50.00,6
2026-06-29T05:00:00+00:00,97289444,0.066942,49793,60000000,0.0830,1.17,50.00,6
2026-06-29T06:00:00+00:00,97291244,0.064950,129352,60000000,0.2156,2.33,50.00,6
2026-06-29T07:00:00+00:00,97293044,0.055769,87159,60000000,0.1453,1.33,50.00,6
2026-06-29T08:00:00+00:00,97294844,0.069817,84731,60000000,0.1412,1.50,50.00,6
2026-06-29T09:00:00+00:00,97296644,0.064273,141167,60000000,0.2353,2.50,50.00,6
2026-06-29T10:00:00+00:00,97298444,0.068689,122039,60000000,0.2034,2.00,50.00,6
2026-06-29T11:00:00+00:00,97300244,0.066466,248838,60000000,0.4147,1.67,50.00,6
2026-06-29T12:00:00+00:00,97302044,0.074088,144910,60000000,0.2415,1.67,50.00,6
2026-06-29T13:00:00+00:00,97303844,0.150327,209459,60000000,0.3491,2.67,50.00,6
2026-06-29T14:00:00+00:00,97305644,0.228748,96146,60000000,0.1602,2.00,50.00,6
2026-06-29T15:00:00+00:00,97307444,0.604992,101936,60000000,0.1699,1.67,50.00,6
2026-06-29T16:00:00+00:00,97309244,0.195352,97273,60000000,0.1621,1.33,50.00,6
2026-06-29T17:00:00+00:00,97311044,0.179737,370380,60000000,0.6173,3.67,50.00,6
2026-06-29T18:00:00+00:00,97312844,0.199386,48164,60000000,0.0803,1.00,50.00,6
2026-06-29T19:00:00+00:00,97314644,0.111491,117832,60000000,0.1964,1.50,50.00,6
2026-06-29T20:00:00+00:00,97316444,0.097720,46299,60000000,0.0772,1.00,50.00,6
2026-06-29T21:00:00+00:00,97318244,0.076805,139154,60000000,0.2319,1.83,50.00,6
2026-06-29T22:00:00+00:00,97320044,0.067049,119072,60000000,0.1985,1.67,50.00,6
2026-06-29T23:00:00+00:00,97321844,0.068854,130792,60000000,0.2180,1.83,50.00,6
2026-06-30T00:00:00+00:00,97323644,0.055664,60844,60000000,0.1014,1.17,50.00,6
2026-06-30T01:00:00+00:00,97325444,0.065734,55154,60000000,0.0919,1.00,50.00,6
2026-06-30T02:00:00+00:00,97327244,0.062030,46299,60000000,0.0772,1.00,50.00,6
2026-06-30T03:00:00+00:00,97329044,0.062328,66700,60000000,0.1112,1.17,50.00,6
2026-06-30T04:00:00+00:00,97330844,0.065250,77324,60000000,0.1289,1.17,50.00,6
2026-06-30T05:00:00+00:00,97332644,0.070171,208990,60000000,0.3483,2.50,50.00,6
2026-06-30T06:00:00+00:00,97334444,0.087083,116090,60000000,0.1935,2.17,50.00,6
2026-06-30T07:00:00+00:00,97336244,0.064796,108618,60000000,0.1810,1.50,50.00,6
2026-06-30T08:00:00+00:00,97338044,0.126352,75924,60000000,0.1265,1.17,50.00,6
2026-06-30T09:00:00+00:00,97339844,0.096024,114815,60000000,0.1914,2.33,50.00,6
2026-06-30T10:00:00+00:00,97341644,0.063083,144241,60000000,0.2404,2.17,50.00,6
2026-06-30T11:00:00+00:00,97343444,0.063672,56449,60000000,0.0941,1.17,50.00,6
2026-06-30T12:00:00+00:00,97345244,0.082427,105728,60000000,0.1762,2.17,50.00,6
2026-06-30T13:00:00+00:00,97347044,0.278929,269389,60000000,0.4490,2.83,50.00,6
2026-06-30T14:00:00+00:00,97348844,0.476642,221634,60000000,0.3694,2.50,50.00,6
2026-06-30T15:00:00+00:00,97350644,0.432941,96477,60000000,0.1608,1.50,50.00,6
2026-06-30T16:00:00+00:00,97352444,0.377630,109843,60000000,0.1831,1.60,50.00,5
2026-06-30T17:00:00+00:00,97354244,0.967943,231060,60000000,0.3851,2.00,50.00,6
2026-06-30T18:00:00+00:00,97356044,0.391421,140930,60000000,0.2349,1.50,50.00,6
2026-06-30T19:00:00+00:00,97357844,0.223262,71872,60000000,0.1198,1.50,50.00,6
2026-06-30T20:00:00+00:00,97359644,0.137884,81133,60000000,0.1352,1.67,50.00,6
2026-06-30T21:00:00+00:00,97361444,0.183117,46297,60000000,0.0772,1.00,50.00,6
2026-06-30T22:00:00+00:00,97363244,0.085946,90482,60000000,0.1508,1.50,50.00,6
2026-06-30T23:00:00+00:00,97365044,0.069089,241913,60000000,0.4032,1.17,50.00,6
2026-07-01T00:00:00+00:00,97366844,0.065873,46299,60000000,0.0772,1.00,50.00,6
2026-07-01T01:00:00+00:00,97368644,0.057077,77896,60000000,0.1298,1.17,50.00,6
2026-07-01T02:00:00+00:00,97370444,0.064861,60599,60000000,0.1010,1.50,50.00,6
2026-07-01T03:00:00+00:00,97372244,0.068201,118071,60000000,0.1968,1.50,50.00,6
2026-07-01T04:00:00+00:00,97374044,0.059587,63753,60000000,0.1063,1.33,50.00,6
2026-07-01T05:00:00+00:00,97375844,0.070454,124457,60000000,0.2074,2.33,50.00,6
2026-07-01T06:00:00+00:00,97377644,0.077427,132439,60000000,0.2207,2.50,50.00,6
2026-07-01T07:00:00+00:00,97379444,0.068399,93730,60000000,0.1562,1.33,50.00,6
2026-07-01T08:00:00+00:00,97381244,0.076088,174045,60000000,0.2901,2.67,50.00,6
2026-07-01T09:00:00+00:00,97383044,0.203894,90408,60000000,0.1507,1.83,50.00,6
2026-07-01T10:00:00+00:00,97384844,0.180544,46297,60000000,0.0772,1.00,50.00,6
2026-07-01T11:00:00+00:00,97386644,0.264209,49797,60000000,0.0830,1.17,50.00,6
2026-07-01T12:00:00+00:00,97388444,0.211108,142480,60000000,0.2375,1.83,50.00,6
2026-07-01T13:00:00+00:00,97390244,0.246448,333592,60000000,0.5560,2.50,50.00,6
2026-07-01T14:00:00+00:00,97392044,0.380025,208693,60000000,0.3478,2.17,50.00,6
2026-07-01T15:00:00+00:00,97393844,0.971760,142792,60000000,0.2380,1.50,50.00,6
2026-07-01T16:00:00+00:00,97395644,0.331256,62508,60000000,0.1042,1.50,50.00,4
2026-07-01T17:00:00+00:00,97397444,0.275383,49807,60000000,0.0830,1.17,50.00,6
2026-07-01T18:00:00+00:00,97399244,0.248763,65332,60000000,0.1089,1.33,50.00,6
2026-07-01T19:00:00+00:00,97401044,0.221394,75965,60000000,0.1266,1.33,50.00,6
2026-07-01T20:00:00+00:00,97402844,0.191943,78350,60000000,0.1306,1.17,50.00,6
2026-07-01T21:00:00+00:00,97404644,0.244864,352168,60000000,0.5869,2.33,50.00,6
2026-07-01T22:00:00+00:00,97406444,0.098150,83325,60000000,0.1389,1.33,50.00,6
2026-07-01T23:00:00+00:00,97408244,0.066303,46295,60000000,0.0772,1.00,50.00,6
2026-07-02T00:00:00+00:00,97410044,0.056368,2707255,60000000,4.5121,7.83,50.00,6
2026-07-02T01:00:00+00:00,97411844,0.061193,170818,60000000,0.2847,1.83,50.00,6
2026-07-02T02:00:00+00:00,97413644,0.069154,57093,60000000,0.0952,1.33,50.00,6
2026-07-02T03:00:00+00:00,97415444,0.120515,84960,60000000,0.1416,1.67,50.00,6
2026-07-02T04:00:00+00:00,97417244,0.131013,99200,60000000,0.1653,1.33,50.00,6
2026-07-02T05:00:00+00:00,97419044,0.068979,70435,60000000,0.1174,1.50,50.00,6
2026-07-02T06:00:00+00:00,97420844,0.067749,240375,60000000,0.4006,2.50,50.00,6
2026-07-02T07:00:00+00:00,97422644,0.083460,144155,60000000,0.2403,2.17,50.00,6
2026-07-02T08:00:00+00:00,97424444,0.154797,77647,60000000,0.1294,1.50,50.00,6
2026-07-02T09:00:00+00:00,97426244,0.085385,91703,60000000,0.1528,1.50,50.00,6
2026-07-02T10:00:00+00:00,97428044,0.224704,68960,60000000,0.1149,1.17,50.00,6
2026-07-02T11:00:00+00:00,97429844,0.149775,128801,60000000,0.2147,1.67,50.00,3
